TRANSACTION_ID,ITEM_ID,CONTRACT_ID,SALE_REGISTRATION_DATE,ITEM,LOCALITY,NEIGHBORHOOD,SUBCATEGORY,MERCHANT_NAME,BRANCH_MERCHANT,SELLER_NAME,CANAL_CONSOLIDADO,LINEA_NEGOCIO,NUMBER_OF_INSTALLMENTS,TOTAL_VALUE,CURRENT_STATUS
TRX-118208,ITM-142215,CTR-20095,2025-06-11T17:52:03.000Z,MUEBLES HOGAR,Municipio_10,Barrio_7,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,21,477.8,ENTREGADO
TRX-850667,ITM-896818,CTR-54221,2025-06-11T17:51:46.000Z,TELEFONOS CELULARES,Municipio_50,Barrio_38,ESTRATO 6,Aliado_152,Sucursal_249,Vendedor_152,App Brilla,Hogar,37,4430.8,ENTREGADO
TRX-421446,ITM-970278,CTR-44227,2025-06-11T17:47:56.000Z,CENTRO DE EXPERIENCIA,Municipio_10,Barrio_7,ESTRATO 5,Aliado_115,Sucursal_27,Vendedor_115,Centro de Experiencia,Educacion,27,7672.0,ENTREGADO
TRX-773194,ITM-402860,CTR-91413,2025-06-11T17:45:45.000Z,MOTOS,Municipio_11,Barrio_308,ESTRATO 1,Aliado_147,Sucursal_33,Vendedor_147,Puntos Fijos Mpios,Movilidad,39,8198.8,ENTREGADO
TRX-374455,ITM-402860,CTR-75474,2025-06-11T17:45:42.000Z,MOTOS,Municipio_30,Barrio_205,ESTRATO 4,Aliado_155,Sucursal_159,Vendedor_155,Puntos Fijos Mpios,Movilidad,50,4899.1,ENTREGADO
TRX-686028,ITM-778034,CTR-62355,2025-06-11T17:45:08.000Z,CELULAR,Municipio_10,Barrio_469,ESTRATO 4,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,22,2116.7,ENTREGADO
TRX-686028,ITM-778034,CTR-62355,2025-06-11T17:45:08.000Z,CELULAR,Municipio_10,Barrio_469,ESTRATO 4,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,22,2116.7,ENTREGADO
TRX-653458,ITM-896818,CTR-80030,2025-06-11T17:44:51.000Z,TELEFONOS CELULARES,Municipio_13,Barrio_131,ESTRATO 5,Aliado_91,Sucursal_91,Vendedor_291,Puntos Fijos Mpios,Hogar,6,1372.1,ENTREGADO
TRX-816601,ITM-240983,CTR-25628,2025-06-11T17:43:39.000Z,MATERIALES VARIOS,Municipio_10,Barrio_417,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,26,1108.3,ENTREGADO
TRX-816601,ITM-558435,CTR-25628,2025-06-11T17:43:39.000Z,ETERNIT,Municipio_10,Barrio_417,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,26,708.3,ENTREGADO
TRX-816601,ITM-431229,CTR-25628,2025-06-11T17:43:39.000Z,HIERRO,Municipio_10,Barrio_417,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,26,643.2,ENTREGADO
TRX-552619,ITM-749462,CTR-14357,2025-06-11T17:42:24.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_311,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Hogar,35,1426.4,ENTREGADO
TRX-581303,ITM-634962,CTR-41503,2025-06-11T17:38:08.000Z,AIRE ACONDICIONADO,Municipio_29,Barrio_268,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Hogar,14,1519.9,ENTREGADO
TRX-802776,ITM-431229,CTR-95758,2025-06-11T17:37:39.000Z,HIERRO,Municipio_11,Barrio_327,ESTRATO 5,Aliado_72,Sucursal_302,Vendedor_72,Puntos Fijos Mpios,Materiales de Construccion,12,296.4,ENTREGADO
TRX-802776,ITM-240983,CTR-95758,2025-06-11T17:37:39.000Z,MATERIALES VARIOS,Municipio_11,Barrio_327,ESTRATO 5,Aliado_72,Sucursal_302,Vendedor_72,Puntos Fijos Mpios,Materiales de Construccion,12,1174.8,ENTREGADO
TRX-564780,ITM-151788,CTR-14985,2025-06-11T17:35:50.000Z,PINTURAS,Municipio_10,Barrio_400,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,34,1077.4,ENTREGADO
TRX-564780,ITM-356651,CTR-14985,2025-06-11T17:35:50.000Z,TRANSPORTE,Municipio_10,Barrio_400,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,34,5.3,ENTREGADO
TRX-564780,ITM-716756,CTR-14985,2025-06-11T17:35:50.000Z,CERAMICA PISOS Y PAREDES,Municipio_10,Barrio_400,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,34,507.8,ENTREGADO
TRX-564780,ITM-609339,CTR-14985,2025-06-11T17:35:50.000Z,ESTUFA,Municipio_10,Barrio_400,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,34,1045.7,ENTREGADO
TRX-564780,ITM-885039,CTR-14985,2025-06-11T17:35:50.000Z,PUERTAS,Municipio_10,Barrio_400,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,34,1361.3,ENTREGADO
TRX-564780,ITM-646277,CTR-14985,2025-06-11T17:35:50.000Z,GRIFERIA,Municipio_10,Barrio_400,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,34,104.9,ENTREGADO
TRX-564780,ITM-836039,CTR-14985,2025-06-11T17:35:50.000Z,EQUIPOS DE AUDIO,Municipio_10,Barrio_400,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,34,692.9,ENTREGADO
TRX-564780,ITM-240983,CTR-14985,2025-06-11T17:35:50.000Z,MATERIALES VARIOS,Municipio_10,Barrio_400,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,34,1712.1,ENTREGADO
TRX-397737,ITM-896818,CTR-69170,2025-06-11T17:35:41.000Z,TELEFONOS CELULARES,Municipio_14,Barrio_152,ESTRATO 5,Aliado_64,Sucursal_310,Vendedor_208,Puntos Fijos Cali,Educacion,25,2998.6,ENTREGADO
TRX-890372,ITM-118549,CTR-44580,2025-06-11T17:34:38.000Z,LAVADORA,Municipio_30,Barrio_14,ESTRATO 5,Aliado_53,Sucursal_204,Vendedor_53,Fdv Externa,Viajes y Experiencia,14,3362.1,ENTREGADO
TRX-501593,ITM-141433,CTR-92282,2025-06-11T17:27:46.000Z,CONSOLA PLAY STATION,Municipio_10,Barrio_19,ESTRATO 5,Aliado_84,Sucursal_303,Vendedor_84,Fdv Externa,Viajes y Experiencia,13,3332.9,ENTREGADO
TRX-489436,ITM-402860,CTR-76940,2025-06-11T17:27:06.000Z,MOTOS,Municipio_4,Barrio_155,ESTRATO 4,Aliado_35,Sucursal_92,Vendedor_235,Centro de Experiencia,Movilidad,48,4422.6,ENTREGADO
TRX-689112,ITM-141433,CTR-31618,2025-06-11T17:26:07.000Z,CONSOLA PLAY STATION,Municipio_10,Barrio_306,ESTRATO 3,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,HOGAR,36,3489.0,ENTREGADO
TRX-954740,ITM-749462,CTR-21182,2025-06-11T17:24:19.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_134,ESTRATO 4,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Educacion,4,341.8,ENTREGADO
TRX-662679,ITM-846181,CTR-96335,2025-06-11T17:23:18.000Z,TELEFONO CELULAR,Municipio_10,Barrio_382,ESTRATO 4,Aliado_57,Sucursal_424,Vendedor_157,Fdv Externa,Hogar,38,1424.7,ENTREGADO
TRX-662679,ITM-559076,CTR-96335,2025-06-11T17:23:18.000Z,TELEVISOR,Municipio_10,Barrio_382,ESTRATO 4,Aliado_57,Sucursal_424,Vendedor_157,Fdv Externa,Hogar,40,3166.2,ENTREGADO
TRX-867398,ITM-749462,CTR-86113,2025-06-11T17:22:44.000Z,OTROS ENSERES MENORES,Municipio_13,Barrio_11,ESTRATO 1,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,14,545.0,ENTREGADO
TRX-322083,ITM-634962,CTR-96751,2025-06-11T17:20:18.000Z,AIRE ACONDICIONADO,Municipio_19,Barrio_48,ESTRATO 4,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,4,213.8,ENTREGADO
TRX-707526,ITM-216492,CTR-30123,2025-06-11T17:19:26.000Z,PRODUCTOS DE OPTICA,Municipio_30,Barrio_278,ESTRATO 5,Aliado_159,Sucursal_359,Vendedor_59,Puntos Fijos Mpios,Optica,6,567.1,REGISTRADO
TRX-446041,ITM-559076,CTR-20566,2025-06-11T17:19:19.000Z,TELEVISOR,Municipio_43,Barrio_70,ESTRATO 1,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,46,1449.5,ENTREGADO
TRX-446041,ITM-836039,CTR-20566,2025-06-11T17:19:19.000Z,EQUIPOS DE AUDIO,Municipio_43,Barrio_70,ESTRATO 1,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,46,1037.3,ENTREGADO
TRX-251742,ITM-846181,CTR-26544,2025-06-11T17:18:27.000Z,TELEFONO CELULAR,Municipio_10,Barrio_383,ESTRATO 5,Aliado_53,Sucursal_463,Vendedor_53,Fdv Externa,Hogar,8,435.0,ENTREGADO
TRX-413096,ITM-118549,CTR-81635,2025-06-11T17:18:06.000Z,LAVADORA,Municipio_18,Barrio_270,ESTRATO 4,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Educacion,23,5457.5,ENTREGADO
TRX-185112,ITM-891322,CTR-62772,2025-06-11T17:11:23.000Z,MUEBLES MODULARES,Municipio_6,Barrio_291,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Hogar,34,1627.4,ENTREGADO
TRX-546294,ITM-402860,CTR-72293,2025-06-11T17:11:00.000Z,MOTOS,Municipio_22,Barrio_378,ESTRATO 5,Aliado_6,Sucursal_174,Vendedor_6,Puntos Fijos Mpios,Movilidad,49,5232.0,ENTREGADO
TRX-549863,ITM-836039,CTR-44189,2025-06-11T17:09:32.000Z,EQUIPOS DE AUDIO,Municipio_28,Barrio_256,ESTRATO 6,Aliado_64,Sucursal_310,Vendedor_115,Fdv Externa,Hogar,12,1505.5,ENTREGADO
TRX-516336,ITM-778034,CTR-74092,2025-06-11T17:09:29.000Z,CELULAR,Municipio_10,Barrio_469,ESTRATO 4,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,16,1165.1,ENTREGADO
TRX-231720,ITM-554263,CTR-47729,2025-06-11T17:08:05.000Z,IVA FIANZA,Municipio_10,Barrio_470,ESTRATO 5,Aliado_62,Sucursal_310,Vendedor_208,Fdv Externa,Materiales de Construccion,37,22.0,ANULADO
TRX-231720,ITM-221922,CTR-47729,2025-06-11T17:08:05.000Z,COMISION FIANZA,Municipio_10,Barrio_470,ESTRATO 5,Aliado_62,Sucursal_310,Vendedor_208,Fdv Externa,Materiales de Construccion,37,105.2,ANULADO
TRX-231720,ITM-725709,CTR-47729,2025-06-11T17:08:05.000Z,MDC CEMENTO - VENTA PAP,Municipio_10,Barrio_470,ESTRATO 5,Aliado_197,Sucursal_225,Vendedor_208,Fdv Externa,Materiales de Construccion,37,194.7,ANULADO
TRX-231720,ITM-957268,CTR-47729,2025-06-11T17:08:05.000Z,MDC - VENTA PAP,Municipio_10,Barrio_470,ESTRATO 5,Aliado_197,Sucursal_225,Vendedor_208,Fdv Externa,Materiales de Construccion,37,3296.6,ANULADO
TRX-838868,ITM-559076,CTR-96754,2025-06-11T17:06:57.000Z,TELEVISOR,Municipio_30,Barrio_49,ESTRATO 4,Aliado_53,Sucursal_52,Vendedor_53,Fdv Externa,Hogar,19,2699.2,ENTREGADO
TRX-892581,ITM-402860,CTR-12940,2025-06-11T17:06:37.000Z,MOTOS,Municipio_11,Barrio_378,ESTRATO 5,Aliado_155,Sucursal_159,Vendedor_155,Puntos Fijos Mpios,Movilidad,23,3341.1,ENTREGADO
TRX-826475,ITM-778034,CTR-41625,2025-06-11T17:05:38.000Z,CELULAR,Municipio_10,Barrio_493,ESTRATO 6,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,27,1036.7,ENTREGADO
TRX-826475,ITM-836039,CTR-41625,2025-06-11T17:05:38.000Z,EQUIPOS DE AUDIO,Municipio_10,Barrio_493,ESTRATO 6,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,27,2234.6,ENTREGADO
TRX-178319,ITM-218648,CTR-85937,2025-06-11T17:04:12.000Z,LLANTAS,Municipio_10,Barrio_349,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Movilidad,13,401.1,ENTREGADO
TRX-178319,ITM-749462,CTR-85937,2025-06-11T17:04:12.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_349,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Movilidad,13,235.8,ENTREGADO
TRX-193924,ITM-312442,CTR-51749,2025-06-11T17:04:08.000Z,CEMENTO,Municipio_10,Barrio_385,ESTRATO 5,Aliado_89,Sucursal_93,Vendedor_289,Puntos Fijos Cali,Educacion,36,7639.8,ENTREGADO
TRX-198969,ITM-462177,CTR-95750,2025-06-11T17:03:29.000Z,MUEBLES,Municipio_10,Barrio_81,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Hogar,10,713.9,ENTREGADO
TRX-831336,ITM-749462,CTR-54250,2025-06-11T17:03:16.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_7,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Viajes y Experiencia,33,211.2,ENTREGADO
TRX-838691,ITM-118549,CTR-46920,2025-06-11T17:02:29.000Z,LAVADORA,Municipio_43,Barrio_70,ESTRATO 5,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,7,1944.0,ANULADO
TRX-660364,ITM-171078,CTR-46575,2025-06-11T17:01:29.000Z,COMPUTADOR,Municipio_19,Barrio_48,ESTRATO 4,Aliado_65,Sucursal_310,Vendedor_208,Fdv Externa,hogar,14,1907.4,ENTREGADO
TRX-418842,ITM-118549,CTR-10890,2025-06-11T16:57:05.000Z,LAVADORA,Municipio_2,Barrio_278,ESTRATO 6,Aliado_53,Sucursal_6,Vendedor_53,Puntos Fijos Cali,Educacion,19,3447.4,ENTREGADO
TRX-742225,ITM-846181,CTR-60798,2025-06-11T16:55:07.000Z,TELEFONO CELULAR,Municipio_30,Barrio_49,ESTRATO 4,Aliado_53,Sucursal_165,Vendedor_208,Fdv Externa,Viajes y Experiencia,13,483.8,ENTREGADO
TRX-551105,ITM-778034,CTR-52844,2025-06-11T16:52:09.000Z,CELULAR,Municipio_10,Barrio_489,ESTRATO 5,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,25,3044.5,ENTREGADO
TRX-817754,ITM-634962,CTR-80919,2025-06-11T16:49:34.000Z,AIRE ACONDICIONADO,Municipio_10,Barrio_475,ESTRATO 4,Aliado_84,Sucursal_301,Vendedor_84,GRANDES SUPERFICIES,Hogar,10,342.0,ENTREGADO
TRX-270007,ITM-240983,CTR-82127,2025-06-11T16:45:04.000Z,MATERIALES VARIOS,Municipio_11,Barrio_467,ESTRATO 5,Aliado_124,Sucursal_331,Vendedor_24,Puntos Fijos Mpios,Educacion,17,1544.1,ENTREGADO
TRX-982586,ITM-240983,CTR-56239,2025-06-11T16:41:39.000Z,MATERIALES VARIOS,Municipio_10,Barrio_147,ESTRATO 4,Aliado_197,Sucursal_164,Vendedor_197,Puntos Fijos Cali,Materiales de Construccion,20,766.9,ENTREGADO
TRX-686674,ITM-778034,CTR-77257,2025-06-11T16:41:17.000Z,CELULAR,Municipio_10,Barrio_138,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,7,603.5,ENTREGADO
TRX-886957,ITM-221922,CTR-57069,2025-06-11T16:41:01.000Z,COMISION FIANZA,Municipio_10,Barrio_475,ESTRATO 6,Aliado_62,Sucursal_310,Vendedor_208,Puntos Fijos Cali,Educacion,13,50.1,ENTREGADO
TRX-886957,ITM-554263,CTR-57069,2025-06-11T16:41:01.000Z,IVA FIANZA,Municipio_10,Barrio_475,ESTRATO 6,Aliado_62,Sucursal_310,Vendedor_208,Puntos Fijos Cali,Educacion,13,10.5,ENTREGADO
TRX-886957,ITM-896818,CTR-57069,2025-06-11T16:41:01.000Z,TELEFONOS CELULARES,Municipio_10,Barrio_475,ESTRATO 6,Aliado_64,Sucursal_310,Vendedor_208,Puntos Fijos Cali,Educacion,13,1655.4,ENTREGADO
TRX-613197,ITM-896818,CTR-18565,2025-06-11T16:39:52.000Z,TELEFONOS CELULARES,Municipio_10,Barrio_186,ESTRATO 5,Aliado_64,Sucursal_310,Vendedor_208,Fdv Externa,Hogar,19,1725.9,ENTREGADO
TRX-989007,ITM-402860,CTR-26041,2025-06-11T16:39:15.000Z,MOTOS,Municipio_10,Barrio_336,ESTRATO 5,Aliado_84,Sucursal_270,Vendedor_84,Puntos Fijos Cali,Movilidad,23,7027.3,ENTREGADO
TRX-752780,ITM-402860,CTR-18091,2025-06-11T16:37:46.000Z,MOTOS,Municipio_10,Barrio_9,ESTRATO 5,Aliado_124,Sucursal_309,Vendedor_224,Puntos Fijos Cali,Viajes y Experiencia,24,5788.3,ENTREGADO
TRX-771932,ITM-745433,CTR-14627,2025-06-11T16:35:50.000Z,MATERIALES CONSTRUCCION,Municipio_10,Barrio_499,ESTRATO 5,Aliado_171,Sucursal_71,Vendedor_271,Puntos Fijos Cali,Materiales de Construccion,63,5110.9,ENTREGADO
TRX-484196,ITM-402860,CTR-74748,2025-06-11T16:34:44.000Z,MOTOS,Municipio_10,Barrio_445,ESTRATO 4,Aliado_32,Sucursal_351,Vendedor_32,Puntos Fijos Cali,Movilidad,8,587.5,ENTREGADO
TRX-611773,ITM-609339,CTR-66284,2025-06-11T16:32:50.000Z,ESTUFA,Municipio_29,Barrio_436,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,19,420.7,ENTREGADO
TRX-611773,ITM-240983,CTR-66284,2025-06-11T16:32:50.000Z,MATERIALES VARIOS,Municipio_29,Barrio_436,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,19,2667.2,ENTREGADO
TRX-611773,ITM-716756,CTR-66284,2025-06-11T16:32:50.000Z,CERAMICA PISOS Y PAREDES,Municipio_29,Barrio_436,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,19,3135.2,ENTREGADO
TRX-611773,ITM-151788,CTR-66284,2025-06-11T16:32:50.000Z,PINTURAS,Municipio_29,Barrio_436,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,19,388.7,ENTREGADO
TRX-209577,ITM-778034,CTR-13535,2025-06-11T16:31:52.000Z,CELULAR,Municipio_10,Barrio_193,ESTRATO 6,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,4,514.1,ENTREGADO
TRX-562015,ITM-402860,CTR-74385,2025-06-11T16:30:50.000Z,MOTOS,Municipio_14,Barrio_241,ESTRATO 5,Aliado_37,Sucursal_100,Vendedor_37,Puntos Fijos Municipios,Movilidad,24,5356.8,ENTREGADO
TRX-362573,ITM-312442,CTR-96335,2025-06-11T16:30:22.000Z,CEMENTO,Municipio_10,Barrio_382,ESTRATO 4,Aliado_57,Sucursal_424,Vendedor_157,Fdv Externa,Materiales de Construccion,39,159.8,ENTREGADO
TRX-275908,ITM-778034,CTR-39148,2025-06-11T16:29:47.000Z,CELULAR,Municipio_10,Barrio_303,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Educacion,11,1900.7,ENTREGADO
TRX-275908,ITM-749462,CTR-39148,2025-06-11T16:29:47.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_303,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Educacion,11,69.2,ENTREGADO
TRX-767254,ITM-118549,CTR-97561,2025-06-11T16:27:36.000Z,LAVADORA,Municipio_2,Barrio_211,ESTRATO 6,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,12,3341.3,ENTREGADO
TRX-438639,ITM-634962,CTR-81328,2025-06-11T16:27:23.000Z,AIRE ACONDICIONADO,Municipio_10,Barrio_147,ESTRATO 5,Aliado_84,Sucursal_185,Vendedor_84,grandes superficies,Hogar,36,188.8,ENTREGADO
TRX-438639,ITM-568753,CTR-81328,2025-06-11T16:27:23.000Z,TABLET,Municipio_10,Barrio_147,ESTRATO 5,Aliado_84,Sucursal_185,Vendedor_84,grandes superficies,Hogar,36,2045.7,ENTREGADO
TRX-438639,ITM-778034,CTR-81328,2025-06-11T16:27:23.000Z,CELULAR,Municipio_10,Barrio_147,ESTRATO 5,Aliado_84,Sucursal_185,Vendedor_84,grandes superficies,Hogar,36,3236.4,ENTREGADO
TRX-671886,ITM-922035,CTR-95851,2025-06-11T16:26:23.000Z,COLCHON,Municipio_30,Barrio_286,ESTRATO 6,Aliado_181,Sucursal_35,Vendedor_281,Centro de Experiencia,Viajes y Experiencia,59,2059.2,ENTREGADO
TRX-586156,ITM-383617,CTR-55360,2025-06-11T16:25:12.000Z,MUEBLES DORMITORIO,Municipio_10,Barrio_489,ESTRATO 5,Aliado_91,Sucursal_310,Vendedor_208,Fdv Externa,Hogar,15,1497.5,ENTREGADO
TRX-671907,ITM-255596,CTR-10308,2025-06-11T16:24:13.000Z,ESTUFAS,Municipio_27,Barrio_295,ESTRATO 4,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Educacion,18,1223.9,ENTREGADO
TRX-433048,ITM-312442,CTR-80573,2025-06-11T16:23:49.000Z,CEMENTO,Municipio_11,Barrio_271,ESTRATO 5,Aliado_15,Sucursal_357,Vendedor_115,Puntos Fijos Mpios,Materiales de Construccion,13,1128.0,ENTREGADO
TRX-299134,ITM-439887,CTR-89922,2025-06-11T16:22:04.000Z,ACCESORIOS DE COMPUTADOR,Municipio_28,Barrio_256,ESTRATO 6,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,10,220.4,ENTREGADO
TRX-299134,ITM-778034,CTR-89922,2025-06-11T16:22:04.000Z,CELULAR,Municipio_28,Barrio_256,ESTRATO 6,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,10,1222.1,ENTREGADO
TRX-379613,ITM-716756,CTR-26115,2025-06-11T16:18:39.000Z,CERAMICA PISOS Y PAREDES,Municipio_10,Barrio_212,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,4,330.1,ENTREGADO
TRX-379613,ITM-356651,CTR-26115,2025-06-11T16:18:39.000Z,TRANSPORTE,Municipio_10,Barrio_212,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,4,41.3,ENTREGADO
TRX-379613,ITM-749462,CTR-26115,2025-06-11T16:18:39.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_212,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,4,303.7,ENTREGADO
TRX-852730,ITM-159139,CTR-85395,2025-06-11T16:16:47.000Z,SOAT,Municipio_9,Barrio_240,ESTRATO 5,Aliado_32,Sucursal_351,Vendedor_32,Puntos Fijos Mpios,Movilidad,14,1043.1,ENTREGADO
TRX-262856,ITM-836039,CTR-81625,2025-06-11T16:16:06.000Z,EQUIPOS DE AUDIO,Municipio_10,Barrio_302,ESTRATO 6,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,hogar,35,50.8,ENTREGADO
TRX-262856,ITM-778034,CTR-81625,2025-06-11T16:16:06.000Z,CELULAR,Municipio_10,Barrio_302,ESTRATO 6,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,hogar,35,890.3,ENTREGADO
TRX-262856,ITM-778034,CTR-81625,2025-06-11T16:16:06.000Z,CELULAR,Municipio_10,Barrio_302,ESTRATO 6,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,hogar,35,890.3,ENTREGADO
TRX-623007,ITM-749462,CTR-86113,2025-06-11T16:13:47.000Z,OTROS ENSERES MENORES,Municipio_13,Barrio_11,ESTRATO 1,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,12,100.0,ENTREGADO
TRX-513467,ITM-846181,CTR-83909,2025-06-11T16:12:31.000Z,TELEFONO CELULAR,Municipio_46,Barrio_296,ESTRATO 4,Aliado_57,Sucursal_143,Vendedor_157,Fdv Externa,Hogar,34,654.4,ENTREGADO
TRX-513467,ITM-559076,CTR-83909,2025-06-11T16:12:31.000Z,TELEVISOR,Municipio_46,Barrio_296,ESTRATO 4,Aliado_57,Sucursal_143,Vendedor_157,Fdv Externa,Hogar,34,1248.9,ENTREGADO
TRX-513467,ITM-559076,CTR-83909,2025-06-11T16:12:31.000Z,TELEVISOR,Municipio_46,Barrio_296,ESTRATO 4,Aliado_57,Sucursal_143,Vendedor_157,Fdv Externa,Hogar,34,1248.9,ENTREGADO
TRX-642287,ITM-725709,CTR-47729,2025-06-11T16:12:11.000Z,MDC CEMENTO - VENTA PAP,Municipio_10,Barrio_470,ESTRATO 5,Aliado_197,Sucursal_225,Vendedor_208,Fdv Externa,Educacion,35,204.3,ENTREGADO
TRX-642287,ITM-221922,CTR-47729,2025-06-11T16:12:11.000Z,COMISION FIANZA,Municipio_10,Barrio_470,ESTRATO 5,Aliado_62,Sucursal_310,Vendedor_208,Fdv Externa,Educacion,35,5.7,ENTREGADO
TRX-642287,ITM-554263,CTR-47729,2025-06-11T16:12:11.000Z,IVA FIANZA,Municipio_10,Barrio_470,ESTRATO 5,Aliado_62,Sucursal_310,Vendedor_208,Fdv Externa,Educacion,35,1.2,ENTREGADO
TRX-847309,ITM-922035,CTR-28577,2025-06-11T16:11:56.000Z,COLCHON,Municipio_10,Barrio_257,ESTRATO 5,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,21,861.1,ENTREGADO
TRX-847309,ITM-989784,CTR-28577,2025-06-11T16:11:56.000Z,NEVERA,Municipio_10,Barrio_257,ESTRATO 5,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,21,2336.2,ENTREGADO
TRX-847309,ITM-118549,CTR-28577,2025-06-11T16:11:56.000Z,LAVADORA,Municipio_10,Barrio_257,ESTRATO 5,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,21,2059.1,ENTREGADO
TRX-937441,ITM-885039,CTR-89886,2025-06-11T16:11:48.000Z,PUERTAS,Municipio_11,Barrio_25,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,26,734.9,ENTREGADO
TRX-580931,ITM-970278,CTR-44227,2025-06-11T16:11:24.000Z,CENTRO DE EXPERIENCIA,Municipio_10,Barrio_7,ESTRATO 5,Aliado_115,Sucursal_27,Vendedor_115,Puntos Fijos Mpios,Educacion,25,251.4,ENTREGADO
